"nom du projet";"nom du site";"nom de la plateforme";"date prélèvement";"profondeur min réelle observée (m)";"profondeur max réelle observée (m)";"chlorophylle a strickland-parsons (µg/l)";"chlorophylle a scor-unesco (µg/l)"
"Suivi des lacs";"Léman";"SHL2";09/20/04;"7.5";"7.5";;"8.41"
"Suivi des lacs";"Léman";"SHL2";09/20/04;10;10;;"8.63"
"Suivi des lacs";"Léman";"SHL2";09/20/04;15;15;;"6.77"
"Suivi des lacs";"Léman";"SHL2";09/20/04;20;20;;"3.33"
"Suivi des lacs";"Léman";"SHL2";09/20/04;30;30;;"1.26"
"Suivi des lacs";"Léman";"SHL2";10/04/04;0;0;;"4.8"
"Suivi des lacs";"Léman";"SHL2";10/04/04;1;1;;"5.23"
"Suivi des lacs";"Léman";"SHL2";10/04/04;2;2;;"5.16"
"Suivi des lacs";"Léman";"SHL2";10/04/04;"3.5";"3.5";;"5.36"
"Suivi des lacs";"Léman";"SHL2";10/04/04;5;5;;"4.98"
"Suivi des lacs";"Léman";"SHL2";10/04/04;"7.5";"7.5";;"5.58"
"Suivi des lacs";"Léman";"SHL2";10/04/04;10;10;;"5.62"
"Suivi des lacs";"Léman";"SHL2";10/04/04;15;15;;"5.43"
"Suivi des lacs";"Léman";"SHL2";10/04/04;20;20;;"4.95"
"Suivi des lacs";"Léman";"SHL2";10/04/04;30;30;;"1.54"
"Suivi des lacs";"Léman";"SHL2";10/20/04;0;0;;"2.92"
"Suivi des lacs";"Léman";"SHL2";10/20/04;1;1;;"2.97"
"Suivi des lacs";"Léman";"SHL2";10/20/04;2;2;;"2.96"
"Suivi des lacs";"Léman";"SHL2";10/20/04;"3.5";"3.5";;"3.24"
"Suivi des lacs";"Léman";"SHL2";10/20/04;5;5;;"2.97"
"Suivi des lacs";"Léman";"SHL2";10/20/04;"7.5";"7.5";;"3.42"
"Suivi des lacs";"Léman";"SHL2";10/20/04;10;10;;"3.4"
"Suivi des lacs";"Léman";"SHL2";10/20/04;15;15;;"3.22"
"Suivi des lacs";"Léman";"SHL2";10/20/04;20;20;;"3.02"
"Suivi des lacs";"Léman";"SHL2";10/20/04;30;30;;"1.39"
"Suivi des lacs";"Léman";"SHL2";11/23/04;0;0;;"5.46"
"Suivi des lacs";"Léman";"SHL2";11/23/04;1;1;;"6.41"
"Suivi des lacs";"Léman";"SHL2";11/23/04;2;2;;"6.08"
"Suivi des lacs";"Léman";"SHL2";11/23/04;"3.5";"3.5";;"5.91"
"Suivi des lacs";"Léman";"SHL2";11/23/04;5;5;;5
"Suivi des lacs";"Léman";"SHL2";11/23/04;"7.5";"7.5";;"5.31"
"Suivi des lacs";"Léman";"SHL2";11/23/04;10;10;;"5.68"
"Suivi des lacs";"Léman";"SHL2";11/23/04;15;15;;"5.91"
"Suivi des lacs";"Léman";"SHL2";11/23/04;20;20;;"3.94"
"Suivi des lacs";"Léman";"SHL2";11/23/04;30;30;;"3.67"
"Suivi des lacs";"Léman";"SHL2";12/13/04;0;0;;"4.37"
"Suivi des lacs";"Léman";"SHL2";12/13/04;1;1;;"4.21"
"Suivi des lacs";"Léman";"SHL2";12/13/04;2;2;;"4.87"
"Suivi des lacs";"Léman";"SHL2";12/13/04;"3.5";"3.5";;"4.9"
"Suivi des lacs";"Léman";"SHL2";12/13/04;5;5;;"4.05"
"Suivi des lacs";"Léman";"SHL2";12/13/04;"7.5";"7.5";;"4.61"
"Suivi des lacs";"Léman";"SHL2";12/13/04;10;10;;"4.46"
"Suivi des lacs";"Léman";"SHL2";12/13/04;15;15;;"4.89"
"Suivi des lacs";"Léman";"SHL2";12/13/04;20;20;;"3.78"
"Suivi des lacs";"Léman";"SHL2";12/13/04;30;30;;"2.7"
"Suivi des lacs";"Léman";"SHL2";01/10/05;0;0;;"6.92"
"Suivi des lacs";"Léman";"SHL2";01/10/05;1;1;;"6.91"
"Suivi des lacs";"Léman";"SHL2";01/10/05;2;2;;"7.35"
"Suivi des lacs";"Léman";"SHL2";01/10/05;"3.5";"3.5";;"7.23"
"Suivi des lacs";"Léman";"SHL2";01/10/05;5;5;;"7.38"
"Suivi des lacs";"Léman";"SHL2";01/10/05;"7.5";"7.5";;"7.34"
"Suivi des lacs";"Léman";"SHL2";01/10/05;10;10;;"7.33"
"Suivi des lacs";"Léman";"SHL2";01/10/05;15;15;;"7.01"
"Suivi des lacs";"Léman";"SHL2";01/10/05;20;20;;"6.96"
"Suivi des lacs";"Léman";"SHL2";01/10/05;30;30;;"7.62"
"Suivi des lacs";"Léman";"SHL2";02/07/05;0;0;;"4.54"
"Suivi des lacs";"Léman";"SHL2";02/07/05;1;1;;"4.44"
"Suivi des lacs";"Léman";"SHL2";02/07/05;2;2;;"4.78"
"Suivi des lacs";"Léman";"SHL2";02/07/05;"3.5";"3.5";;"5.29"
"Suivi des lacs";"Léman";"SHL2";02/07/05;5;5;;"5.35"
"Suivi des lacs";"Léman";"SHL2";02/07/05;"7.5";"7.5";;"5.17"
"Suivi des lacs";"Léman";"SHL2";02/07/05;10;10;;"5.14"
"Suivi des lacs";"Léman";"SHL2";02/07/05;15;15;;"5.55"
"Suivi des lacs";"Léman";"SHL2";02/07/05;20;20;;"5.46"
"Suivi des lacs";"Léman";"SHL2";02/07/05;30;30;;"4.44"
"Suivi des lacs";"Léman";"SHL2";03/07/05;0;0;;"2.88"
"Suivi des lacs";"Léman";"SHL2";03/07/05;1;1;;"2.79"
"Suivi des lacs";"Léman";"SHL2";03/07/05;2;2;;"3.46"
"Suivi des lacs";"Léman";"SHL2";03/07/05;"3.5";"3.5";;"3.09"
"Suivi des lacs";"Léman";"SHL2";03/07/05;5;5;;3
"Suivi des lacs";"Léman";"SHL2";03/07/05;"7.5";"7.5";;"3.08"
"Suivi des lacs";"Léman";"SHL2";03/07/05;10;10;;"2.96"
"Suivi des lacs";"Léman";"SHL2";03/07/05;15;15;;"3.33"
"Suivi des lacs";"Léman";"SHL2";03/07/05;20;20;;"3.13"
"Suivi des lacs";"Léman";"SHL2";03/07/05;30;30;;"3.33"
"Suivi des lacs";"Léman";"SHL2";03/21/05;0;0;;"5.67"
"Suivi des lacs";"Léman";"SHL2";03/21/05;1;1;;"7.93"
"Suivi des lacs";"Léman";"SHL2";03/21/05;2;2;;"8.05"
"Suivi des lacs";"Léman";"SHL2";03/21/05;"3.5";"3.5";;"8.42"
"Suivi des lacs";"Léman";"SHL2";03/21/05;5;5;;"8.41"
"Suivi des lacs";"Léman";"SHL2";03/21/05;"7.5";"7.5";;"8.5"
"Suivi des lacs";"Léman";"SHL2";03/21/05;10;10;;"8.41"
"Suivi des lacs";"Léman";"SHL2";03/21/05;15;15;;"7.56"
"Suivi des lacs";"Léman";"SHL2";03/21/05;20;20;;"5.82"
"Suivi des lacs";"Léman";"SHL2";03/21/05;30;30;;"4.17"
"Suivi des lacs";"Léman";"SHL2";04/04/05;0;0;;"7.5"
"Suivi des lacs";"Léman";"SHL2";04/04/05;1;1;;"6.22"
"Suivi des lacs";"Léman";"SHL2";04/04/05;2;2;;"10.22"
"Suivi des lacs";"Léman";"SHL2";04/04/05;"3.5";"3.5";;"11.35"
"Suivi des lacs";"Léman";"SHL2";04/04/05;5;5;;"12.52"
"Suivi des lacs";"Léman";"SHL2";04/04/05;"7.5";"7.5";;"13.8"
"Suivi des lacs";"Léman";"SHL2";04/04/05;10;10;;"8.99"
"Suivi des lacs";"Léman";"SHL2";04/04/05;15;15;;"4.84"
"Suivi des lacs";"Léman";"SHL2";04/04/05;20;20;;"3.51"
"Suivi des lacs";"Léman";"SHL2";04/04/05;30;30;;"2.36"
"Suivi des lacs";"Léman";"SHL2";04/18/05;0;0;;"14.1"
"Suivi des lacs";"Léman";"SHL2";04/18/05;1;1;;"14.99"
"Suivi des lacs";"Léman";"SHL2";04/18/05;2;2;;"17.9"
"Suivi des lacs";"Léman";"SHL2";04/18/05;"3.5";"3.5";;"14.87"
"Suivi des lacs";"Léman";"SHL2";04/18/05;5;5;;"12.31"
"Suivi des lacs";"Léman";"SHL2";04/18/05;"7.5";"7.5";;"7.59"
"Suivi des lacs";"Léman";"SHL2";04/18/05;10;10;;"8.42"
"Suivi des lacs";"Léman";"SHL2";04/18/05;15;15;;"8.6"
"Suivi des lacs";"Léman";"SHL2";04/18/05;20;20;;"6.58"
"Suivi des lacs";"Léman";"SHL2";04/18/05;30;30;;"5.62"
"Suivi des lacs";"Léman";"SHL2";04/26/05;0;0;;"8.4"
"Suivi des lacs";"Léman";"SHL2";04/26/05;1;1;;"10.48"
"Suivi des lacs";"Léman";"SHL2";04/26/05;2;2;;"45.49"
"Suivi des lacs";"Léman";"SHL2";04/26/05;"3.5";"3.5";;"27.36"
"Suivi des lacs";"Léman";"SHL2";04/26/05;5;5;;"10.2"
"Suivi des lacs";"Léman";"SHL2";04/26/05;"7.5";"7.5";;"10.02"
"Suivi des lacs";"Léman";"SHL2";04/26/05;10;10;;"8.79"
"Suivi des lacs";"Léman";"SHL2";04/26/05;15;15;;"7.23"
"Suivi des lacs";"Léman";"SHL2";04/26/05;20;20;;"4.83"
"Suivi des lacs";"Léman";"SHL2";04/26/05;30;30;;"3.75"
"Suivi des lacs";"Léman";"SHL2";05/17/05;0;0;;"8.97"
"Suivi des lacs";"Léman";"SHL2";05/17/05;1;1;;"10.84"
"Suivi des lacs";"Léman";"SHL2";05/17/05;2;2;;"13.21"
"Suivi des lacs";"Léman";"SHL2";05/17/05;"3.5";"3.5";;"13.39"
"Suivi des lacs";"Léman";"SHL2";05/17/05;5;5;;"13.43"
"Suivi des lacs";"Léman";"SHL2";05/17/05;"7.5";"7.5";;"9.88"
"Suivi des lacs";"Léman";"SHL2";05/17/05;10;10;;"4.41"
"Suivi des lacs";"Léman";"SHL2";05/17/05;15;15;;"1.59"
"Suivi des lacs";"Léman";"SHL2";05/17/05;20;20;;"0.85"
"Suivi des lacs";"Léman";"SHL2";05/17/05;30;30;;"0.89"
"Suivi des lacs";"Léman";"SHL2";06/06/05;0;0;;"1.01"
"Suivi des lacs";"Léman";"SHL2";06/06/05;1;1;;"0.97"
"Suivi des lacs";"Léman";"SHL2";06/06/05;2;2;;"1.2"
"Suivi des lacs";"Léman";"SHL2";06/06/05;"3.5";"3.5";;"2.28"
"Suivi des lacs";"Léman";"SHL2";06/06/05;5;5;;"4.35"
"Suivi des lacs";"Léman";"SHL2";06/06/05;"7.5";"7.5";;"8.64"
"Suivi des lacs";"Léman";"SHL2";06/06/05;10;10;;"9.26"
"Suivi des lacs";"Léman";"SHL2";06/06/05;15;15;;"2.98"
"Suivi des lacs";"Léman";"SHL2";06/06/05;20;20;;"1.35"
"Suivi des lacs";"Léman";"SHL2";06/06/05;30;30;;"0.4"
"Suivi des lacs";"Léman";"SHL2";06/20/05;0;0;;"1.49"
"Suivi des lacs";"Léman";"SHL2";06/20/05;1;1;;"1.36"
"Suivi des lacs";"Léman";"SHL2";06/20/05;2;2;;"1.83"
"Suivi des lacs";"Léman";"SHL2";06/20/05;"3.5";"3.5";;"1.14"
"Suivi des lacs";"Léman";"SHL2";06/20/05;5;5;;"2.09"
"Suivi des lacs";"Léman";"SHL2";06/20/05;"7.5";"7.5";;"1.98"
"Suivi des lacs";"Léman";"SHL2";06/20/05;10;10;;1
"Suivi des lacs";"Léman";"SHL2";06/20/05;15;15;;"2.59"
"Suivi des lacs";"Léman";"SHL2";06/20/05;20;20;;"0.45"
"Suivi des lacs";"Léman";"SHL2";06/20/05;30;30;;"0.45"
"Suivi des lacs";"Léman";"SHL2";07/04/05;0;0;;"1.35"
"Suivi des lacs";"Léman";"SHL2";07/04/05;1;1;;"1.68"
"Suivi des lacs";"Léman";"SHL2";07/04/05;2;2;;"1.77"
"Suivi des lacs";"Léman";"SHL2";07/04/05;"3.5";"3.5";;"1.99"
"Suivi des lacs";"Léman";"SHL2";07/04/05;5;5;;"1.9"
"Suivi des lacs";"Léman";"SHL2";07/04/05;"7.5";"7.5";;"2.86"
"Suivi des lacs";"Léman";"SHL2";07/04/05;10;10;;"6.9"
"Suivi des lacs";"Léman";"SHL2";07/04/05;15;15;;"12.13"
"Suivi des lacs";"Léman";"SHL2";07/04/05;20;20;;"10.17"
"Suivi des lacs";"Léman";"SHL2";07/04/05;30;30;;"2.37"
"Suivi des lacs";"Léman";"SHL2";07/18/05;0;0;;"1.37"
"Suivi des lacs";"Léman";"SHL2";07/18/05;1;1;;"3.42"
"Suivi des lacs";"Léman";"SHL2";07/18/05;2;2;;"4.36"
"Suivi des lacs";"Léman";"SHL2";07/18/05;"3.5";"3.5";;"5.66"
"Suivi des lacs";"Léman";"SHL2";07/18/05;5;5;;"5.11"
"Suivi des lacs";"Léman";"SHL2";07/18/05;"7.5";"7.5";;"7.22"
"Suivi des lacs";"Léman";"SHL2";07/18/05;10;10;;"7.12"
"Suivi des lacs";"Léman";"SHL2";07/18/05;15;15;;"9.5"
"Suivi des lacs";"Léman";"SHL2";07/18/05;20;20;;"3.18"
"Suivi des lacs";"Léman";"SHL2";07/18/05;30;30;;"0.9"
"Suivi des lacs";"Léman";"SHL2";08/09/05;0;0;;8
"Suivi des lacs";"Léman";"SHL2";08/09/05;1;1;;"8.15"
"Suivi des lacs";"Léman";"SHL2";08/09/05;2;2;;"8.5"
"Suivi des lacs";"Léman";"SHL2";08/09/05;"3.5";"3.5";;"8.92"
"Suivi des lacs";"Léman";"SHL2";08/09/05;5;5;;"10.89"
"Suivi des lacs";"Léman";"SHL2";08/09/05;"7.5";"7.5";;"18.32"
"Suivi des lacs";"Léman";"SHL2";08/09/05;10;10;;"11.16"
"Suivi des lacs";"Léman";"SHL2";08/09/05;15;15;;"5.83"
"Suivi des lacs";"Léman";"SHL2";08/09/05;20;20;;"1.91"
"Suivi des lacs";"Léman";"SHL2";08/09/05;30;30;;"0.8"
"Suivi des lacs";"Léman";"SHL2";08/22/05;0;0;;"3.54"
"Suivi des lacs";"Léman";"SHL2";08/22/05;1;1;;"3.75"
"Suivi des lacs";"Léman";"SHL2";08/22/05;2;2;;"3.79"
"Suivi des lacs";"Léman";"SHL2";08/22/05;"3.5";"3.5";;"3.92"
"Suivi des lacs";"Léman";"SHL2";08/22/05;5;5;;"3.88"
"Suivi des lacs";"Léman";"SHL2";08/22/05;"7.5";"7.5";;"3.65"
"Suivi des lacs";"Léman";"SHL2";08/22/05;10;10;;"3.08"
"Suivi des lacs";"Léman";"SHL2";08/22/05;15;15;;"2.06"
"Suivi des lacs";"Léman";"SHL2";08/22/05;20;20;;"1.72"
"Suivi des lacs";"Léman";"SHL2";08/22/05;30;30;;"0.73"
"Suivi des lacs";"Léman";"SHL2";09/05/05;0;0;;"2.42"
"Suivi des lacs";"Léman";"SHL2";09/05/05;1;1;;"2.38"
"Suivi des lacs";"Léman";"SHL2";09/05/05;2;2;;"2.48"
"Suivi des lacs";"Léman";"SHL2";09/05/05;"3.5";"3.5";;"3.82"
"Suivi des lacs";"Léman";"SHL2";09/05/05;5;5;;"4.09"
"Suivi des lacs";"Léman";"SHL2";09/05/05;"7.5";"7.5";;"8.53"
"Suivi des lacs";"Léman";"SHL2";09/05/05;10;10;;"7.79"
"Suivi des lacs";"Léman";"SHL2";09/05/05;15;15;;"3.63"
"Suivi des lacs";"Léman";"SHL2";09/05/05;20;20;;"1.14"
"Suivi des lacs";"Léman";"SHL2";09/05/05;30;30;;"0.55"
"Suivi des lacs";"Léman";"SHL2";09/27/05;0;0;;"3.04"
"Suivi des lacs";"Léman";"SHL2";09/27/05;1;1;;"4.36"
"Suivi des lacs";"Léman";"SHL2";09/27/05;2;2;;"5.12"
"Suivi des lacs";"Léman";"SHL2";09/27/05;"3.5";"3.5";;"5.08"
"Suivi des lacs";"Léman";"SHL2";09/27/05;5;5;;"6.22"
"Suivi des lacs";"Léman";"SHL2";09/27/05;"7.5";"7.5";;"7.36"
"Suivi des lacs";"Léman";"SHL2";09/27/05;10;10;;"9.23"
"Suivi des lacs";"Léman";"SHL2";09/27/05;15;15;;"3.7"
"Suivi des lacs";"Léman";"SHL2";09/27/05;20;20;;"0.98"
"Suivi des lacs";"Léman";"SHL2";09/27/05;30;30;;"0.7"
"Suivi des lacs";"Léman";"SHL2";10/10/05;0;0;;"1.98"
"Suivi des lacs";"Léman";"SHL2";10/10/05;1;1;;"2.18"
"Suivi des lacs";"Léman";"SHL2";10/10/05;2;2;;"1.96"
"Suivi des lacs";"Léman";"SHL2";10/10/05;"3.5";"3.5";;"2.17"
"Suivi des lacs";"Léman";"SHL2";10/10/05;5;5;;"2.02"
"Suivi des lacs";"Léman";"SHL2";10/10/05;"7.5";"7.5";;"2.35"
"Suivi des lacs";"Léman";"SHL2";10/10/05;10;10;;"2.17"
"Suivi des lacs";"Léman";"SHL2";10/10/05;15;15;;"1.91"
"Suivi des lacs";"Léman";"SHL2";10/10/05;20;20;;"5.56"
"Suivi des lacs";"Léman";"SHL2";10/10/05;30;30;;"2.85"
"Suivi des lacs";"Léman";"SHL2";10/24/05;0;0;;"1.84"
"Suivi des lacs";"Léman";"SHL2";10/24/05;1;1;;"2.85"
"Suivi des lacs";"Léman";"SHL2";10/24/05;2;2;;"2.62"
"Suivi des lacs";"Léman";"SHL2";10/24/05;"3.5";"3.5";;"2.91"
"Suivi des lacs";"Léman";"SHL2";10/24/05;5;5;;"2.6"
"Suivi des lacs";"Léman";"SHL2";10/24/05;"7.5";"7.5";;"2.3"
"Suivi des lacs";"Léman";"SHL2";10/24/05;10;10;;"2.54"
"Suivi des lacs";"Léman";"SHL2";10/24/05;15;15;;3
"Suivi des lacs";"Léman";"SHL2";10/24/05;20;20;;"3.96"
"Suivi des lacs";"Léman";"SHL2";10/24/05;30;30;;"1.79"
"Suivi des lacs";"Léman";"SHL2";11/08/05;0;0;;"8.7"
"Suivi des lacs";"Léman";"SHL2";11/08/05;1;1;;"8.67"
"Suivi des lacs";"Léman";"SHL2";11/08/05;2;2;;"8.65"
"Suivi des lacs";"Léman";"SHL2";11/08/05;"3.5";"3.5";;"8.63"
"Suivi des lacs";"Léman";"SHL2";11/08/05;5;5;;"8.19"
"Suivi des lacs";"Léman";"SHL2";11/08/05;"7.5";"7.5";;"8.36"
"Suivi des lacs";"Léman";"SHL2";11/08/05;10;10;;"9.14"
"Suivi des lacs";"Léman";"SHL2";11/08/05;15;15;;"2.24"
"Suivi des lacs";"Léman";"SHL2";11/08/05;20;20;;"1.43"
"Suivi des lacs";"Léman";"SHL2";11/08/05;30;30;;"1.11"
"Suivi des lacs";"Léman";"SHL2";12/19/05;0;0;;"3.71"
"Suivi des lacs";"Léman";"SHL2";12/19/05;1;1;;"3.34"
"Suivi des lacs";"Léman";"SHL2";12/19/05;2;2;;"5.41"
"Suivi des lacs";"Léman";"SHL2";12/19/05;"3.5";"3.5";;"5.08"
"Suivi des lacs";"Léman";"SHL2";12/19/05;5;5;;"4.08"
"Suivi des lacs";"Léman";"SHL2";12/19/05;"7.5";"7.5";;"3.45"
"Suivi des lacs";"Léman";"SHL2";12/19/05;10;10;;"3.7"
"Suivi des lacs";"Léman";"SHL2";12/19/05;15;15;;"3.4"
"Suivi des lacs";"Léman";"SHL2";12/19/05;20;20;;"3.67"
"Suivi des lacs";"Léman";"SHL2";12/19/05;30;30;;"3.47"
"Suivi des lacs";"Léman";"SHL2";01/09/06;0;0;;"2.64"
"Suivi des lacs";"Léman";"SHL2";01/09/06;1;1;;"2.82"
"Suivi des lacs";"Léman";"SHL2";01/09/06;2;2;;"2.87"
"Suivi des lacs";"Léman";"SHL2";01/09/06;"3.5";"3.5";;"2.47"
"Suivi des lacs";"Léman";"SHL2";01/09/06;5;5;;"2.96"
"Suivi des lacs";"Léman";"SHL2";01/09/06;"7.5";"7.5";;"2.56"
"Suivi des lacs";"Léman";"SHL2";01/09/06;10;10;;"3.02"
"Suivi des lacs";"Léman";"SHL2";01/09/06;15;15;;"2.69"
"Suivi des lacs";"Léman";"SHL2";01/09/06;20;20;;"2.68"
"Suivi des lacs";"Léman";"SHL2";01/09/06;30;30;;"2.66"
"Suivi des lacs";"Léman";"SHL2";02/06/06;0;0;;"0.9"
"Suivi des lacs";"Léman";"SHL2";02/06/06;1;1;;"0.95"
"Suivi des lacs";"Léman";"SHL2";02/06/06;2;2;;"0.96"
"Suivi des lacs";"Léman";"SHL2";02/06/06;"3.5";"3.5";;"0.96"
"Suivi des lacs";"Léman";"SHL2";02/06/06;5;5;;"0.98"
"Suivi des lacs";"Léman";"SHL2";02/06/06;"7.5";"7.5";;"1.05"
"Suivi des lacs";"Léman";"SHL2";02/06/06;10;10;;"1.02"
"Suivi des lacs";"Léman";"SHL2";02/06/06;15;15;;"0.99"
"Suivi des lacs";"Léman";"SHL2";02/06/06;20;20;;"0.99"
"Suivi des lacs";"Léman";"SHL2";02/06/06;30;30;;"0.89"
"Suivi des lacs";"Léman";"SHL2";03/15/06;0;0;;"0.46"
"Suivi des lacs";"Léman";"SHL2";03/15/06;1;1;;"0.48"
"Suivi des lacs";"Léman";"SHL2";03/15/06;2;2;;"0.48"
"Suivi des lacs";"Léman";"SHL2";03/15/06;"3.5";"3.5";;"0.5"
"Suivi des lacs";"Léman";"SHL2";03/15/06;5;5;;"0.49"
"Suivi des lacs";"Léman";"SHL2";03/15/06;"7.5";"7.5";;"0.47"
"Suivi des lacs";"Léman";"SHL2";03/15/06;10;10;;"0.48"
"Suivi des lacs";"Léman";"SHL2";03/15/06;15;15;;"0.46"
"Suivi des lacs";"Léman";"SHL2";03/15/06;20;20;;"0.46"
"Suivi des lacs";"Léman";"SHL2";03/15/06;30;30;;"0.46"
"Suivi des lacs";"Léman";"SHL2";03/27/06;0;0;;1
"Suivi des lacs";"Léman";"SHL2";03/27/06;1;1;;"1.11"
"Suivi des lacs";"Léman";"SHL2";03/27/06;2;2;;"1.28"
"Suivi des lacs";"Léman";"SHL2";03/27/06;"3.5";"3.5";;"1.31"
"Suivi des lacs";"Léman";"SHL2";03/27/06;5;5;;"1.4"
"Suivi des lacs";"Léman";"SHL2";03/27/06;"7.5";"7.5";;"1.27"
"Suivi des lacs";"Léman";"SHL2";03/27/06;10;10;;"0.83"
"Suivi des lacs";"Léman";"SHL2";03/27/06;15;15;;"0.74"
"Suivi des lacs";"Léman";"SHL2";03/27/06;20;20;;"0.63"
"Suivi des lacs";"Léman";"SHL2";03/27/06;30;30;;"0.21"
"Suivi des lacs";"Léman";"SHL2";04/18/06;0;0;;"14.1"
"Suivi des lacs";"Léman";"SHL2";04/18/06;1;1;;"14.99"
"Suivi des lacs";"Léman";"SHL2";04/18/06;2;2;;"17.9"
"Suivi des lacs";"Léman";"SHL2";04/18/06;"3.5";"3.5";;"14.87"
"Suivi des lacs";"Léman";"SHL2";04/18/06;5;5;;"12.31"
"Suivi des lacs";"Léman";"SHL2";04/18/06;"7.5";"7.5";;"7.59"
"Suivi des lacs";"Léman";"SHL2";04/18/06;10;10;;"8.42"
"Suivi des lacs";"Léman";"SHL2";04/18/06;15;15;;"8.6"
"Suivi des lacs";"Léman";"SHL2";04/18/06;20;20;;"6.58"
"Suivi des lacs";"Léman";"SHL2";04/18/06;30;30;;"5.62"
"Suivi des lacs";"Léman";"SHL2";04/24/06;0;0;;"13.85"
"Suivi des lacs";"Léman";"SHL2";04/24/06;1;1;;"16.63"
"Suivi des lacs";"Léman";"SHL2";04/24/06;2;2;;"19.95"
"Suivi des lacs";"Léman";"SHL2";04/24/06;"3.5";"3.5";;"17.08"
"Suivi des lacs";"Léman";"SHL2";04/24/06;5;5;;"8.35"
"Suivi des lacs";"Léman";"SHL2";04/24/06;"7.5";"7.5";;"8.52"
"Suivi des lacs";"Léman";"SHL2";04/24/06;10;10;;"10.15"
"Suivi des lacs";"Léman";"SHL2";04/24/06;15;15;;"4.57"
"Suivi des lacs";"Léman";"SHL2";04/24/06;20;20;;"3.79"
"Suivi des lacs";"Léman";"SHL2";04/24/06;30;30;;"1.79"
"Suivi des lacs";"Léman";"SHL2";05/15/06;0;0;;"1.45"
"Suivi des lacs";"Léman";"SHL2";05/15/06;1;1;;"1.58"
"Suivi des lacs";"Léman";"SHL2";05/15/06;2;2;;"1.71"
"Suivi des lacs";"Léman";"SHL2";05/15/06;"3.5";"3.5";;"1.24"
"Suivi des lacs";"Léman";"SHL2";05/15/06;5;5;;1
"Suivi des lacs";"Léman";"SHL2";05/15/06;"7.5";"7.5";;"1.37"
"Suivi des lacs";"Léman";"SHL2";05/15/06;10;10;;"1.78"
"Suivi des lacs";"Léman";"SHL2";05/15/06;15;15;;"1.52"
"Suivi des lacs";"Léman";"SHL2";05/15/06;20;20;;"1.22"
"Suivi des lacs";"Léman";"SHL2";05/15/06;30;30;;"0.66"
"Suivi des lacs";"Léman";"SHL2";06/06/06;0;0;;"1.06"
"Suivi des lacs";"Léman";"SHL2";06/06/06;1;1;;"2.23"
"Suivi des lacs";"Léman";"SHL2";06/06/06;2;2;;"2.02"
"Suivi des lacs";"Léman";"SHL2";06/06/06;"3.5";"3.5";;"2.07"
"Suivi des lacs";"Léman";"SHL2";06/06/06;5;5;;"2.05"
"Suivi des lacs";"Léman";"SHL2";06/06/06;"7.5";"7.5";;"1.78"
"Suivi des lacs";"Léman";"SHL2";06/06/06;10;10;;"1.71"
"Suivi des lacs";"Léman";"SHL2";06/06/06;15;15;;"1.26"
"Suivi des lacs";"Léman";"SHL2";06/06/06;20;20;;"0.88"
"Suivi des lacs";"Léman";"SHL2";06/06/06;30;30;;"0.35"
"Suivi des lacs";"Léman";"SHL2";06/12/06;0;0;;"1.72"
"Suivi des lacs";"Léman";"SHL2";06/12/06;1;1;;"1.95"
"Suivi des lacs";"Léman";"SHL2";06/12/06;2;2;;"1.95"
"Suivi des lacs";"Léman";"SHL2";06/12/06;"3.5";"3.5";;"2.44"
"Suivi des lacs";"Léman";"SHL2";06/12/06;5;5;;"3.02"
"Suivi des lacs";"Léman";"SHL2";06/12/06;"7.5";"7.5";;"6.55"
"Suivi des lacs";"Léman";"SHL2";06/12/06;10;10;;"7.38"
"Suivi des lacs";"Léman";"SHL2";06/12/06;15;15;;"6.11"
"Suivi des lacs";"Léman";"SHL2";06/12/06;20;20;;"3.89"
"Suivi des lacs";"Léman";"SHL2";06/12/06;30;30;;"0.94"
"Suivi des lacs";"Léman";"SHL2";07/04/06;0;0;;"2.02"
"Suivi des lacs";"Léman";"SHL2";07/04/06;1;1;;"2.32"
"Suivi des lacs";"Léman";"SHL2";07/04/06;2;2;;"2.86"
"Suivi des lacs";"Léman";"SHL2";07/04/06;"3.5";"3.5";;"2.95"
"Suivi des lacs";"Léman";"SHL2";07/04/06;5;5;;"4.22"
"Suivi des lacs";"Léman";"SHL2";07/04/06;"7.5";"7.5";;"9.61"
"Suivi des lacs";"Léman";"SHL2";07/04/06;10;10;;"9.67"
"Suivi des lacs";"Léman";"SHL2";07/04/06;15;15;;"6.8"
"Suivi des lacs";"Léman";"SHL2";07/04/06;20;20;;"3.02"
"Suivi des lacs";"Léman";"SHL2";07/04/06;30;30;;"1.03"
"Suivi des lacs";"Léman";"SHL2";07/18/06;0;0;;"4.14"
"Suivi des lacs";"Léman";"SHL2";07/18/06;1;1;;"6.08"
"Suivi des lacs";"Léman";"SHL2";07/18/06;2;2;;10
"Suivi des lacs";"Léman";"SHL2";07/18/06;"3.5";"3.5";;"9.93"
"Suivi des lacs";"Léman";"SHL2";07/18/06;5;5;;"10.12"
"Suivi des lacs";"Léman";"SHL2";07/18/06;"7.5";"7.5";;"11.51"
"Suivi des lacs";"Léman";"SHL2";07/18/06;10;10;;"4.88"
"Suivi des lacs";"Léman";"SHL2";07/18/06;15;15;;"1.87"
"Suivi des lacs";"Léman";"SHL2";07/18/06;20;20;;"2.2"
"Suivi des lacs";"Léman";"SHL2";07/18/06;30;30;;"0.75"
